"term_id"	"nAnno"	"nGroup"	"nOverlap"	"zscore"	"pvalue"	"adjp"	"term_name"	"term_namespace"	"term_distance"	"members"
"GO:0006811"	156	326	33	4.72	6.7e-06	0.00018	"ion transport"	"biological_process"	" 5"	"PF00155,PF04939,PF00211,PF02567,PF03169,PF00324,PF02719,PF03446,PF00474,PF00520,PF00534,PF03547,PF00551,PF00584,PF00610,PF03595,PF06516,PF03600,PF00793,PF03820,PF00860,PF01467,PF00924,PF00939,PF01545,PF02133,PF01554,PF01699,PF04715,PF07690,PF00083,PF02535,PF08449"
"GO:0006974"	92	326	23	4.83	6.7e-06	0.00018	"response to DNA damage stimulus"	"biological_process"	" 5"	"PF00171,PF07859,PF00266,PF00310,PF00330,PF00389,PF00378,PF02771,PF00485,PF02894,PF00501,PF00590,PF00591,PF00694,PF01493,PF00857,PF00920,PF01546,PF01507,PF08241,PF01842,PF13537,PF00106"
"GO:0006355"	34	326	12	4.92	1.1e-05	0.00028	"regulation of transcription, DNA-dependent"	"biological_process"	" 6"	"PF09127,PF08502,PF07991,PF02774,PF06420,PF04083,PF00657,PF01536,PF01734,PF01764,PF08267,PF02544"
"GO:0044765"	280	326	49	4.33	2e-05	0.00045	"single-organism transport"	"biological_process"	" 2"	"PF03133,PF00155,PF04939,PF00211,PF02567,PF03169,PF03239,PF00324,PF02719,PF01008,PF03446,PF00472,PF00474,PF00475,PF00520,PF00547,PF00534,PF01135,PF03547,PF00551,PF00584,PF00610,PF03595,PF06516,PF03600,PF00793,PF00781,PF00815,PF01442,PF03820,PF00860,PF01467,PF00924,PF00939,PF01545,PF08029,PF02133,PF01502,PF00977,PF01554,PF01634,PF01699,PF04715,PF07690,PF07748,PF00083,PF04847,PF02535,PF08449"
"GO:0051252"	36	326	12	4.67	2.3e-05	0.00047	"regulation of RNA metabolic process"	"biological_process"	" 5"	"PF09127,PF08502,PF07991,PF02774,PF06420,PF04083,PF00657,PF01536,PF01734,PF01764,PF08267,PF02544"
"GO:2001141"	36	326	12	4.67	2.3e-05	0.00047	"regulation of RNA biosynthetic process"	"biological_process"	" 6"	"PF09127,PF08502,PF07991,PF02774,PF06420,PF04083,PF00657,PF01536,PF01734,PF01764,PF08267,PF02544"
"GO:0072527"	119	326	26	4.36	2.9e-05	0.00056	"pyrimidine-containing compound metabolic process"	"biological_process"	" 4"	"PF00150,PF02569,PF00316,PF00349,PF00370,PF02782,PF00408,PF00488,PF01055,PF01074,PF02880,PF02878,PF02879,PF09363,PF00722,PF00704,PF03727,PF03894,PF01624,PF07479,PF02219,PF05190,PF05192,PF05188,PF00128,PF02548"
"GO:0033554"	145	326	28	3.79	0.00017	0.003	"cellular response to stress"	"biological_process"	" 3"	"PF00171,PF07859,PF00266,PF00310,PF00330,PF00389,PF00378,PF02771,PF00485,PF02894,PF00501,PF00590,PF00591,PF00584,PF00694,PF00790,PF01493,PF00857,PF00920,PF01546,PF01507,PF02224,PF10390,PF08241,PF01842,PF13537,PF00106,PF03127"
"GO:0051234"	320	326	51	3.68	0.00018	0.003	"establishment of localization"	"biological_process"	" 1"	"PF03133,PF00155,PF04939,PF00211,PF02567,PF03169,PF03239,PF00324,PF02719,PF01008,PF03446,PF00472,PF00474,PF00475,PF00520,PF00547,PF00534,PF01135,PF03547,PF00551,PF00584,PF00610,PF03595,PF06516,PF03600,PF00793,PF00781,PF00815,PF01442,PF03820,PF00860,PF01467,PF00924,PF00939,PF01545,PF08029,PF02133,PF01502,PF00977,PF01554,PF01627,PF01634,PF01699,PF04715,PF07690,PF07748,PF00083,PF00072,PF04847,PF02535,PF08449"
"GO:0006810"	320	326	51	3.68	0.00018	0.003	"transport"	"biological_process"	" 3"	"PF03133,PF00155,PF04939,PF00211,PF02567,PF03169,PF03239,PF00324,PF02719,PF01008,PF03446,PF00472,PF00474,PF00475,PF00520,PF00547,PF00534,PF01135,PF03547,PF00551,PF00584,PF00610,PF03595,PF06516,PF03600,PF00793,PF00781,PF00815,PF01442,PF03820,PF00860,PF01467,PF00924,PF00939,PF01545,PF08029,PF02133,PF01502,PF00977,PF01554,PF01627,PF01634,PF01699,PF04715,PF07690,PF07748,PF00083,PF00072,PF04847,PF02535,PF08449"
"GO:0044710"	1076	326	136	3.44	0.00028	0.0039	"single-organism metabolic process"	"biological_process"	" 2"	"PF00156,PF00180,PF00171,PF00175,PF00211,PF00246,PF02569,PF02558,PF02580,PF02581,PF00208,PF03171,PF00290,PF00296,PF08546,PF08509,PF07991,PF07992,PF00326,PF02668,PF02727,PF02728,PF00390,PF00394,PF00355,PF00389,PF00441,PF00443,PF00448,PF00433,PF01019,PF01048,PF02789,PF02770,PF02771,PF02774,PF09260,PF02826,PF13851,PF02812,PF03446,PF03447,PF00465,PF03435,PF00450,PF04030,PF00488,PF01068,PF00478,PF02894,PF01088,PF06371,PF01073,PF01077,PF01118,PF02852,PF02882,PF03460,PF01134,PF04110,PF04116,PF02902,PF00578,PF01157,PF01174,PF04108,PF01179,PF01210,PF09494,PF01243,PF01244,PF00697,PF00667,PF11799,PF01266,PF00724,PF06574,PF00742,PF00743,PF00763,PF01369,PF00815,PF00817,PF01412,PF01416,PF01442,PF01493,PF00883,PF00889,PF01450,PF00925,PF02110,PF08022,PF08030,PF13241,PF01593,PF03949,PF02190,PF01565,PF01558,PF01583,PF02153,PF01624,PF01625,PF03999,PF07479,PF01644,PF01645,PF02219,PF05190,PF05192,PF12740,PF05187,PF05188,PF05206,PF08240,PF04675,PF04679,PF07685,PF02384,PF07714,PF07731,PF13520,PF00067,PF00069,PF00080,PF00070,PF01855,PF00136,PF08354,PF00107,PF04898,PF03079,PF05496,PF02548,PF00199"
"GO:0036211"	62	326	15	3.74	0.00028	0.0039	"protein modification process"	"biological_process"	" 5"	"PF00185,PF00225,PF00208,PF08509,PF02729,PF00398,PF00403,PF02812,PF01174,PF01212,PF00742,PF01536,PF00909,PF05390,PF02535"
"GO:0006464"	62	326	15	3.74	0.00028	0.0039	"cellular protein modification process"	"biological_process"	" 6"	"PF00185,PF00225,PF00208,PF08509,PF02729,PF00398,PF00403,PF02812,PF01174,PF01212,PF00742,PF01536,PF00909,PF05390,PF02535"
"GO:0042357"	84	326	18	3.51	0.00048	0.0062	"thiamine diphosphate metabolic process"	"biological_process"	" 4"	"PF00150,PF00316,PF00349,PF00370,PF02782,PF00408,PF01055,PF01074,PF02880,PF02878,PF02879,PF09363,PF00722,PF00704,PF03727,PF03894,PF07479,PF00128"
"GO:0009229"	84	326	18	3.51	0.00048	0.0062	"thiamine diphosphate biosynthetic process"	"biological_process"	" 5"	"PF00150,PF00316,PF00349,PF00370,PF02782,PF00408,PF01055,PF01074,PF02880,PF02878,PF02879,PF09363,PF00722,PF00704,PF03727,PF03894,PF07479,PF00128"
"GO:0032784"	16	326	6	3.66	5e-04	0.0062	"regulation of DNA-dependent transcription, elongation"	"biological_process"	" 9"	"PF08502,PF04083,PF00657,PF01734,PF01764,PF02544"
"GO:0072528"	106	326	21	3.39	0.00063	0.0075	"pyrimidine-containing compound biosynthetic process"	"biological_process"	" 5"	"PF00150,PF02569,PF00316,PF00349,PF00370,PF02782,PF00408,PF01055,PF01074,PF02880,PF02878,PF02879,PF09363,PF00722,PF00704,PF03727,PF03894,PF07479,PF02219,PF00128,PF02548"
"GO:0006835"	27	326	8	3.39	0.00086	0.0099	"dicarboxylic acid transport"	"biological_process"	" 9"	"PF00155,PF02567,PF02719,PF00534,PF00551,PF00793,PF01467,PF04715"
"GO:0006403"	18	326	6	3.29	0.0012	0.011	"RNA localization"	"biological_process"	" 3"	"PF00475,PF00815,PF08029,PF01502,PF00977,PF01634"
"GO:0051236"	18	326	6	3.29	0.0012	0.011	"establishment of RNA localization"	"biological_process"	" 3"	"PF00475,PF00815,PF08029,PF01502,PF00977,PF01634"
"GO:0050658"	18	326	6	3.29	0.0012	0.011	"RNA transport"	"biological_process"	" 5"	"PF00475,PF00815,PF08029,PF01502,PF00977,PF01634"
"GO:0051173"	18	326	6	3.29	0.0012	0.011	"positive regulation of nitrogen compound metabolic process"	"biological_process"	" 5"	"PF04083,PF00657,PF01536,PF01734,PF01764,PF02544"
"GO:0050657"	18	326	6	3.29	0.0012	0.011	"nucleic acid transport"	"biological_process"	" 6"	"PF00475,PF00815,PF08029,PF01502,PF00977,PF01634"
"GO:0051254"	18	326	6	3.29	0.0012	0.011	"positive regulation of RNA metabolic process"	"biological_process"	" 6"	"PF04083,PF00657,PF01536,PF01734,PF01764,PF02544"
"GO:0045935"	18	326	6	3.29	0.0012	0.011	"positive regulation of nucleobase-containing compound metabolic process"	"biological_process"	" 6"	"PF04083,PF00657,PF01536,PF01734,PF01764,PF02544"
"GO:0044272"	148	326	26	3.11	0.0013	0.012	"sulfur compound biosynthetic process"	"biological_process"	" 4"	"PF00150,PF00316,PF00349,PF00370,PF02782,PF00408,PF01068,PF01055,PF01074,PF02880,PF02878,PF02879,PF09363,PF09494,PF11799,PF00722,PF00704,PF03727,PF00817,PF03894,PF02153,PF07479,PF04675,PF04679,PF00128,PF05496"
"GO:0000226"	14	326	5	3.2	0.0015	0.012	"microtubule cytoskeleton organization"	"biological_process"	" 4"	"PF01177,PF00795,PF01730,PF01774,PF04898"
"GO:0032786"	14	326	5	3.2	0.0015	0.012	"positive regulation of DNA-dependent transcription, elongation"	"biological_process"	" 7"	"PF04083,PF00657,PF01734,PF01764,PF02544"
"GO:0034243"	14	326	5	3.2	0.0015	0.012	"regulation of transcription elongation from RNA polymerase II promoter"	"biological_process"	"10"	"PF04083,PF00657,PF01734,PF01764,PF02544"
"GO:0032968"	14	326	5	3.2	0.0015	0.012	"positive regulation of transcription elongation from RNA polymerase II promoter"	"biological_process"	"11"	"PF04083,PF00657,PF01734,PF01764,PF02544"
"GO:0015931"	19	326	6	3.13	0.0017	0.013	"nucleobase-containing compound transport"	"biological_process"	" 5"	"PF00475,PF00815,PF08029,PF01502,PF00977,PF01634"
"GO:0006213"	20	326	6	2.97	0.0024	0.018	"pyrimidine nucleoside metabolic process"	"biological_process"	" 5"	"PF00488,PF01624,PF02219,PF05190,PF05192,PF05188"
"GO:0006950"	186	326	30	2.83	0.0027	0.02	"response to stress"	"biological_process"	" 2"	"PF00171,PF07859,PF00266,PF00310,PF00330,PF00389,PF00378,PF02771,PF00485,PF03403,PF02894,PF00501,PF00590,PF00591,PF00584,PF00694,PF00790,PF01416,PF01493,PF00857,PF00920,PF01546,PF01507,PF02224,PF10390,PF08241,PF01842,PF13537,PF00106,PF03127"
"GO:0090407"	194	326	31	2.83	0.0027	0.02	"organophosphate biosynthetic process"	"biological_process"	" 4"	"PF00150,PF00211,PF00316,PF00349,PF00370,PF00443,PF02782,PF00408,PF01055,PF01088,PF00512,PF01074,PF02880,PF02878,PF02879,PF09363,PF04116,PF00620,PF00672,PF00722,PF06574,PF00704,PF03727,PF00925,PF03894,PF13188,PF07479,PF02219,PF13426,PF10591,PF00128"
"GO:0044267"	148	326	25	2.83	0.0028	0.02	"cellular protein metabolic process"	"biological_process"	" 5"	"PF00185,PF00225,PF00208,PF08477,PF08509,PF02729,PF08622,PF00398,PF00448,PF00403,PF09260,PF02812,PF14622,PF01174,PF00636,PF01212,PF05958,PF00742,PF01536,PF00909,PF02224,PF05390,PF00071,PF06003,PF02535"
"GO:0006790"	156	326	26	2.81	0.0029	0.021	"sulfur compound metabolic process"	"biological_process"	" 3"	"PF00150,PF00316,PF00349,PF00370,PF02782,PF00408,PF01068,PF01055,PF01074,PF02880,PF02878,PF02879,PF09363,PF09494,PF11799,PF00722,PF00704,PF03727,PF00817,PF03894,PF02153,PF07479,PF04675,PF04679,PF00128,PF05496"
"GO:0019538"	164	326	27	2.8	0.003	0.021	"protein metabolic process"	"biological_process"	" 3"	"PF00185,PF00225,PF00208,PF08477,PF08509,PF02729,PF08622,PF00398,PF00448,PF00403,PF09260,PF02812,PF14622,PF04145,PF01174,PF00636,PF01212,PF05958,PF00742,PF01536,PF00909,PF13241,PF02224,PF05390,PF00071,PF06003,PF02535"
"GO:0010604"	38	326	9	2.81	0.0033	0.022	"positive regulation of macromolecule metabolic process"	"biological_process"	" 5"	"PF06293,PF04083,PF11744,PF00657,PF01536,PF01645,PF01734,PF01764,PF02544"
"GO:0006796"	262	326	39	2.71	0.0037	0.024	"phosphate-containing compound metabolic process"	"biological_process"	" 4"	"PF00150,PF00156,PF00211,PF02580,PF00316,PF00349,PF00398,PF00370,PF00443,PF01048,PF02782,PF00408,PF01055,PF00520,PF01088,PF00512,PF01074,PF02880,PF02878,PF02879,PF09363,PF03522,PF04116,PF00620,PF00672,PF00722,PF06574,PF00704,PF03727,PF03820,PF00925,PF03894,PF01536,PF13188,PF07479,PF02219,PF13426,PF10591,PF00128"
"GO:0009893"	39	326	9	2.72	0.0041	0.026	"positive regulation of metabolic process"	"biological_process"	" 4"	"PF06293,PF04083,PF11744,PF00657,PF01536,PF01645,PF01734,PF01764,PF02544"
"GO:0031325"	39	326	9	2.72	0.0041	0.026	"positive regulation of cellular metabolic process"	"biological_process"	" 5"	"PF06293,PF04083,PF11744,PF00657,PF01536,PF01645,PF01734,PF01764,PF02544"
"GO:0032870"	12	326	4	2.69	0.0044	0.027	"cellular response to hormone stimulus"	"biological_process"	" 4"	"PF01960,PF04099,PF00764,PF04628"
"GO:0009755"	12	326	4	2.69	0.0044	0.027	"hormone-mediated signaling pathway"	"biological_process"	" 5"	"PF01960,PF04099,PF00764,PF04628"
"GO:0071310"	18	326	5	2.51	0.0064	0.038	"cellular response to organic substance"	"biological_process"	" 4"	"PF01960,PF04099,PF00764,PF02224,PF04628"
"GO:0071495"	13	326	4	2.49	0.0065	0.038	"cellular response to endogenous stimulus"	"biological_process"	" 3"	"PF01960,PF04099,PF00764,PF04628"
"GO:0009108"	206	326	31	2.46	0.0071	0.041	"coenzyme biosynthetic process"	"biological_process"	" 5"	"PF00150,PF00316,PF00349,PF00370,PF02782,PF00408,PF01068,PF01055,PF00512,PF01074,PF02880,PF02878,PF02879,PF09363,PF00620,PF09494,PF11799,PF00672,PF00722,PF00704,PF03727,PF00817,PF03894,PF13188,PF07479,PF13426,PF04675,PF04679,PF10591,PF00128,PF05496"
"GO:0071822"	49	326	10	2.43	0.0079	0.045	"protein complex subunit organization"	"biological_process"	" 4"	"PF03133,PF08477,PF02727,PF02728,PF09262,PF01135,PF04115,PF01179,PF03561,PF00071"
"GO:0070887"	20	326	5	2.23	0.011	0.062	"cellular response to chemical stimulus"	"biological_process"	" 3"	"PF01960,PF04099,PF00764,PF02224,PF04628"
"GO:2000112"	72	326	13	2.28	0.011	0.061	"regulation of cellular macromolecule biosynthetic process"	"biological_process"	" 6"	"PF09127,PF08502,PF07991,PF06293,PF02774,PF06420,PF04083,PF00657,PF01536,PF01734,PF01764,PF08267,PF02544"
"GO:0006793"	280	326	39	2.25	0.012	0.063	"phosphorus metabolic process"	"biological_process"	" 3"	"PF00150,PF00156,PF00211,PF02580,PF00316,PF00349,PF00398,PF00370,PF00443,PF01048,PF02782,PF00408,PF01055,PF00520,PF01088,PF00512,PF01074,PF02880,PF02878,PF02879,PF09363,PF03522,PF04116,PF00620,PF00672,PF00722,PF06574,PF00704,PF03727,PF03820,PF00925,PF03894,PF01536,PF13188,PF07479,PF02219,PF13426,PF10591,PF00128"
"GO:0051179"	385	326	51	2.22	0.013	0.067	"localization"	"biological_process"	" 1"	"PF03133,PF00155,PF04939,PF00211,PF02567,PF03169,PF03239,PF00324,PF02719,PF01008,PF03446,PF00472,PF00474,PF00475,PF00520,PF00547,PF00534,PF01135,PF03547,PF00551,PF00584,PF00610,PF03595,PF06516,PF03600,PF00793,PF00781,PF00815,PF01442,PF03820,PF00860,PF01467,PF00924,PF00939,PF01545,PF08029,PF02133,PF01502,PF00977,PF01554,PF01627,PF01634,PF01699,PF04715,PF07690,PF07748,PF00083,PF00072,PF04847,PF02535,PF08449"
"GO:0009404"	10	326	3	2.1	0.013	0.067	"toxin metabolic process"	"biological_process"	" 3"	"PF01019,PF13851,PF01369"
"GO:0031326"	74	326	13	2.17	0.014	0.07	"regulation of cellular biosynthetic process"	"biological_process"	" 5"	"PF09127,PF08502,PF07991,PF06293,PF02774,PF06420,PF04083,PF00657,PF01536,PF01734,PF01764,PF08267,PF02544"
"GO:0010556"	74	326	13	2.17	0.014	0.07	"regulation of macromolecule biosynthetic process"	"biological_process"	" 5"	"PF09127,PF08502,PF07991,PF06293,PF02774,PF06420,PF04083,PF00657,PF01536,PF01734,PF01764,PF08267,PF02544"
"GO:0006732"	217	326	31	2.14	0.015	0.075	"coenzyme metabolic process"	"biological_process"	" 4"	"PF00150,PF00316,PF00349,PF00370,PF02782,PF00408,PF01068,PF01055,PF00512,PF01074,PF02880,PF02878,PF02879,PF09363,PF00620,PF09494,PF11799,PF00672,PF00722,PF00704,PF03727,PF00817,PF03894,PF13188,PF07479,PF13426,PF04675,PF04679,PF10591,PF00128,PF05496"
"GO:0051716"	260	326	36	2.12	0.016	0.077	"cellular response to stimulus"	"biological_process"	" 2"	"PF00171,PF01960,PF07859,PF00266,PF00310,PF00330,PF00389,PF00378,PF02771,PF00485,PF01068,PF02894,PF04099,PF00501,PF00590,PF00591,PF00584,PF00694,PF00790,PF00764,PF01493,PF00857,PF00920,PF01546,PF01507,PF02224,PF10390,PF04628,PF08241,PF04675,PF04679,PF01842,PF13537,PF00106,PF05496,PF03127"
"GO:0009889"	75	326	13	2.12	0.016	0.076	"regulation of biosynthetic process"	"biological_process"	" 4"	"PF09127,PF08502,PF07991,PF06293,PF02774,PF06420,PF04083,PF00657,PF01536,PF01734,PF01764,PF08267,PF02544"
"GO:0070271"	41	326	8	2.03	0.018	0.084	"protein complex biogenesis"	"biological_process"	" 3"	"PF03133,PF02727,PF02728,PF09262,PF01135,PF04115,PF01179,PF03561"
