"term_id"	"nAnno"	"nGroup"	"nOverlap"	"zscore"	"pvalue"	"adjp"	"term_name"	"term_namespace"	"term_distance"	"members"
"GO:0033554"	145	250	30	5.99	7.6e-08	1.5e-06	"cellular response to stress"	"biological_process"	" 3"	"PF00171,PF00245,PF04909,PF07859,PF00201,PF00264,PF00289,PF00389,PF00378,PF02780,PF02771,PF02817,PF02803,PF01063,PF02894,PF00501,PF00614,PF00676,PF00797,PF00857,PF00884,PF01546,PF05063,PF01557,PF01602,PF08241,PF04828,PF00106,PF00108,PF00198"
"GO:0008152"	1883	250	183	5.04	8.6e-08	1.5e-06	"metabolic process"	"biological_process"	" 1"	"PF03131,PF13640,PF02502,PF00150,PF04928,PF00180,PF00170,PF00171,PF00172,PF00174,PF00225,PF00245,PF00232,PF00233,PF04909,PF07859,PF00201,PF08477,PF00295,PF00262,PF00264,PF00289,PF07992,PF00326,PF09103,PF05649,PF05631,PF00332,PF02668,PF00393,PF00394,PF00398,PF02737,PF00361,PF00368,PF05653,PF00351,PF02705,PF00389,PF00378,PF00420,PF00441,PF00443,PF09298,PF01048,PF02780,PF02770,PF02771,PF00403,PF02826,PF08676,PF02816,PF02817,PF00493,PF09285,PF00499,PF02836,PF03446,PF00462,PF03435,PF02803,PF00450,PF01063,PF01068,PF03404,PF01055,PF00520,PF02894,PF00512,PF01073,PF01078,PF01126,PF02866,PF00538,PF01116,PF01118,PF01119,PF01132,PF00501,PF00507,PF09363,PF09421,PF04116,PF04140,PF00588,PF00578,PF14631,PF00620,PF00621,PF01182,PF00614,PF00615,PF04101,PF00616,PF00617,PF00618,PF00648,PF01232,PF01239,PF03552,PF03572,PF01263,PF01266,PF05970,PF00676,PF00722,PF00725,PF04209,PF00743,PF00732,PF00734,PF06632,PF00703,PF00704,PF01301,PF00797,PF00759,PF00775,PF01431,PF01498,PF00864,PF00857,PF04444,PF00883,PF00884,PF00888,PF01465,PF00916,PF03894,PF01522,PF00933,PF01546,PF08022,PF02145,PF08030,PF05063,PF01593,PF00961,PF01557,PF02163,PF02187,PF01613,PF08125,PF05199,PF05153,PF06963,PF05241,PF08163,PF01728,PF01717,PF05206,PF05292,PF08240,PF08241,PF13426,PF04675,PF00033,PF05301,PF07714,PF07716,PF07731,PF13520,PF03033,PF00067,PF00069,PF00056,PF04828,PF00082,PF00085,PF10557,PF00070,PF00071,PF00115,PF00141,PF00146,PF01920,PF05401,PF00106,PF00107,PF00108,PF05496,PF00198,PF04858"
"GO:0090407"	194	250	34	5.28	8.8e-07	1.4e-05	"organophosphate biosynthetic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00233,PF00295,PF00332,PF00443,PF09285,PF02836,PF01055,PF00512,PF01116,PF09363,PF09421,PF04116,PF00620,PF01182,PF00615,PF04101,PF01263,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF00888,PF03894,PF01522,PF00933,PF05292,PF13426,PF03033,PF10557"
"GO:0044272"	148	250	28	5.23	1.5e-06	2.2e-05	"sulfur compound biosynthetic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00295,PF00332,PF02836,PF01068,PF01055,PF01116,PF09363,PF14631,PF01182,PF04101,PF01263,PF05970,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF01498,PF03894,PF01522,PF00933,PF04675,PF03033,PF05496"
"GO:0006796"	262	250	41	5.02	1.8e-06	2.5e-05	"phosphate-containing compound metabolic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00233,PF00295,PF05631,PF00332,PF00398,PF00443,PF01048,PF09285,PF02836,PF01055,PF00520,PF00512,PF01116,PF09363,PF09421,PF04116,PF04140,PF00620,PF01182,PF00615,PF04101,PF01263,PF05970,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF00864,PF00888,PF03894,PF01522,PF00933,PF05292,PF13426,PF03033,PF10557"
"GO:0072527"	119	250	24	5.19	2.2e-06	2.9e-05	"pyrimidine-containing compound metabolic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00295,PF00332,PF08676,PF02836,PF01055,PF01116,PF01119,PF09363,PF01182,PF04101,PF01263,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF03894,PF01522,PF00933,PF03033"
"GO:0072528"	106	250	22	5.12	3.2e-06	3.9e-05	"pyrimidine-containing compound biosynthetic process"	"biological_process"	" 5"	"PF02502,PF00150,PF00232,PF00295,PF00332,PF02836,PF01055,PF01116,PF09363,PF01182,PF04101,PF01263,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF03894,PF01522,PF00933,PF03033"
"GO:0051716"	260	250	40	4.83	3.7e-06	4.4e-05	"cellular response to stimulus"	"biological_process"	" 2"	"PF00171,PF00245,PF04909,PF07859,PF00201,PF00264,PF00289,PF03315,PF00389,PF00378,PF02780,PF02771,PF02817,PF02803,PF01063,PF01068,PF02894,PF00501,PF00614,PF00676,PF06632,PF00797,PF09637,PF00857,PF00884,PF01546,PF12634,PF05063,PF01557,PF02156,PF01602,PF05153,PF01670,PF08241,PF04675,PF04828,PF00106,PF00108,PF05496,PF00198"
"GO:0006790"	156	250	28	4.91	4.5e-06	5e-05	"sulfur compound metabolic process"	"biological_process"	" 3"	"PF02502,PF00150,PF00232,PF00295,PF00332,PF02836,PF01068,PF01055,PF01116,PF09363,PF14631,PF01182,PF04101,PF01263,PF05970,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF01498,PF03894,PF01522,PF00933,PF04675,PF03033,PF05496"
"GO:0006950"	186	250	31	4.71	7.9e-06	8.3e-05	"response to stress"	"biological_process"	" 2"	"PF00171,PF00245,PF04909,PF07859,PF00201,PF00264,PF00289,PF00389,PF00378,PF02780,PF02771,PF02817,PF02803,PF01063,PF02894,PF00501,PF00614,PF00676,PF00797,PF03702,PF00857,PF00884,PF01546,PF05063,PF01557,PF01602,PF08241,PF04828,PF00106,PF00108,PF00198"
"GO:0006793"	280	250	41	4.55	1e-05	0.00011	"phosphorus metabolic process"	"biological_process"	" 3"	"PF02502,PF00150,PF00232,PF00233,PF00295,PF05631,PF00332,PF00398,PF00443,PF01048,PF09285,PF02836,PF01055,PF00520,PF00512,PF01116,PF09363,PF09421,PF04116,PF04140,PF00620,PF01182,PF00615,PF04101,PF01263,PF05970,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF00864,PF00888,PF03894,PF01522,PF00933,PF05292,PF13426,PF03033,PF10557"
"GO:0019637"	262	250	39	4.54	1.1e-05	0.00011	"organophosphate metabolic process"	"biological_process"	" 3"	"PF02502,PF00150,PF00232,PF00233,PF00295,PF05631,PF00332,PF00443,PF01048,PF09285,PF02836,PF01055,PF00520,PF00512,PF01116,PF09363,PF09421,PF04116,PF00620,PF01182,PF00615,PF04101,PF01263,PF05970,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF00864,PF00888,PF03894,PF01522,PF00933,PF05292,PF13426,PF03033,PF10557"
"GO:0046483"	752	250	83	3.9	6.3e-05	0.00058	"heterocycle metabolic process"	"biological_process"	" 3"	"PF03131,PF02502,PF00150,PF00170,PF00171,PF00172,PF00245,PF00232,PF04909,PF07859,PF00201,PF00295,PF00264,PF00289,PF05631,PF00332,PF02737,PF00389,PF00378,PF00443,PF09298,PF01048,PF02780,PF02771,PF08676,PF02817,PF02836,PF02803,PF01063,PF01055,PF02894,PF01078,PF00538,PF01116,PF01119,PF00501,PF09363,PF09421,PF04116,PF00621,PF01182,PF00614,PF00615,PF04101,PF00616,PF00618,PF01263,PF05970,PF00676,PF00722,PF00725,PF04209,PF00734,PF06632,PF00703,PF00704,PF01301,PF00797,PF00759,PF01498,PF00857,PF00884,PF00888,PF00916,PF03894,PF01522,PF00933,PF01546,PF02145,PF01557,PF02187,PF06963,PF05241,PF08163,PF05292,PF08241,PF07716,PF03033,PF04828,PF10557,PF00106,PF00108,PF00198"
"GO:0009108"	206	250	31	4.08	6.7e-05	6e-04	"coenzyme biosynthetic process"	"biological_process"	" 5"	"PF02502,PF00150,PF00232,PF00233,PF00295,PF00332,PF02836,PF01068,PF01055,PF00512,PF01116,PF09363,PF14631,PF00620,PF01182,PF04101,PF01263,PF05970,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF03894,PF01522,PF00933,PF13426,PF04675,PF03033,PF05496"
"GO:0006732"	217	250	32	4.02	7.9e-05	0.00067	"coenzyme metabolic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00233,PF00295,PF05631,PF00332,PF02836,PF01068,PF01055,PF00512,PF01116,PF09363,PF14631,PF00620,PF01182,PF04101,PF01263,PF05970,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF03894,PF01522,PF00933,PF13426,PF04675,PF03033,PF05496"
"GO:0051188"	230	250	33	3.91	0.00011	9e-04	"cofactor biosynthetic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00233,PF00295,PF00332,PF02836,PF01068,PF01055,PF00512,PF01116,PF09363,PF14631,PF00620,PF01182,PF04101,PF01239,PF01263,PF05970,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF03894,PF01522,PF00933,PF13426,PF04675,PF03033,PF00141,PF05496"
"GO:0034641"	769	250	83	3.66	0.00015	0.0012	"cellular nitrogen compound metabolic process"	"biological_process"	" 3"	"PF03131,PF02502,PF00150,PF00170,PF00171,PF00172,PF00245,PF00232,PF04909,PF07859,PF00201,PF00295,PF00264,PF00289,PF05631,PF00332,PF02737,PF00389,PF00378,PF00443,PF09298,PF01048,PF02780,PF02771,PF08676,PF02817,PF02836,PF02803,PF01063,PF01055,PF02894,PF01078,PF00538,PF01116,PF01119,PF00501,PF09363,PF09421,PF04116,PF00621,PF01182,PF00614,PF00615,PF04101,PF00616,PF00618,PF01263,PF05970,PF00676,PF00722,PF00725,PF04209,PF00734,PF06632,PF00703,PF00704,PF01301,PF00797,PF00759,PF01498,PF00857,PF00884,PF00888,PF00916,PF03894,PF01522,PF00933,PF01546,PF02145,PF01557,PF02187,PF06963,PF05241,PF08163,PF05292,PF08241,PF07716,PF03033,PF04828,PF10557,PF00106,PF00108,PF00198"
"GO:0051186"	258	250	35	3.67	0.00023	0.0017	"cofactor metabolic process"	"biological_process"	" 3"	"PF02502,PF00150,PF00232,PF00233,PF00295,PF05631,PF00332,PF02836,PF01068,PF01055,PF00512,PF01116,PF09363,PF14631,PF00620,PF01182,PF04101,PF01239,PF01263,PF05970,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF01498,PF03894,PF01522,PF00933,PF13426,PF04675,PF03033,PF00141,PF05496"
"GO:0006725"	786	250	82	3.28	0.00055	0.004	"cellular aromatic compound metabolic process"	"biological_process"	" 3"	"PF03131,PF02502,PF00150,PF00170,PF00171,PF00172,PF00245,PF00232,PF04909,PF07859,PF00201,PF00295,PF00264,PF00289,PF05631,PF00332,PF02737,PF00389,PF00378,PF00443,PF09298,PF01048,PF02780,PF02771,PF08676,PF02817,PF02836,PF02803,PF01063,PF01055,PF02894,PF01078,PF00538,PF01116,PF01119,PF00501,PF09363,PF09421,PF04116,PF00621,PF01182,PF00614,PF00615,PF04101,PF00616,PF00618,PF01263,PF05970,PF00676,PF00722,PF00725,PF04209,PF00734,PF06632,PF00703,PF00704,PF01301,PF00797,PF00759,PF00857,PF00884,PF00888,PF00916,PF03894,PF01522,PF00933,PF01546,PF02145,PF01557,PF06963,PF05241,PF08163,PF05292,PF08241,PF07716,PF13520,PF03033,PF04828,PF10557,PF00106,PF00108,PF00198"
"GO:1901360"	815	250	84	3.21	7e-04	0.0049	"organic cyclic compound metabolic process"	"biological_process"	" 3"	"PF03131,PF02502,PF00150,PF00170,PF00171,PF00172,PF00245,PF00232,PF04909,PF07859,PF00201,PF00295,PF00264,PF00289,PF05631,PF00332,PF02737,PF00389,PF00378,PF00443,PF09298,PF01048,PF02780,PF02771,PF08676,PF02817,PF02836,PF02803,PF01063,PF01055,PF02894,PF01078,PF00538,PF01116,PF01119,PF00501,PF09363,PF09421,PF04116,PF00621,PF01182,PF00614,PF00615,PF04101,PF00616,PF00618,PF01263,PF05970,PF00676,PF00722,PF00725,PF04209,PF00734,PF06632,PF00703,PF00704,PF01301,PF00797,PF00759,PF01498,PF00857,PF00884,PF00888,PF00916,PF03894,PF01522,PF00933,PF01546,PF02145,PF01557,PF02187,PF06963,PF05241,PF08163,PF05292,PF08241,PF07716,PF13520,PF03033,PF04828,PF10557,PF00106,PF00108,PF00198"
"GO:0009987"	2428	250	207	2.99	0.00074	0.0051	"cellular process"	"biological_process"	" 1"	"PF03131,PF13640,PF05450,PF02502,PF00150,PF00152,PF00180,PF00170,PF00171,PF00172,PF00174,PF00225,PF00245,PF00232,PF00233,PF04909,PF07859,PF00201,PF08477,PF06105,PF00295,PF00262,PF00264,PF00289,PF07992,PF00326,PF09103,PF05649,PF05631,PF00332,PF02668,PF00393,PF00394,PF00398,PF02737,PF03315,PF00361,PF00368,PF05653,PF00351,PF02705,PF00389,PF00378,PF02790,PF00420,PF00441,PF00443,PF09298,PF01048,PF02780,PF12070,PF02770,PF02771,PF00403,PF02826,PF08676,PF02816,PF02817,PF00493,PF09285,PF00499,PF02836,PF03446,PF00463,PF03435,PF02803,PF00450,PF01063,PF01068,PF03404,PF01055,PF00520,PF02894,PF00512,PF01073,PF01078,PF01126,PF02866,PF00538,PF01116,PF01118,PF01119,PF01132,PF01135,PF00501,PF03453,PF03454,PF00507,PF09363,PF04082,PF09421,PF00566,PF04116,PF04140,PF09445,PF00588,PF00578,PF14631,PF00620,PF00621,PF01182,PF00614,PF00615,PF04101,PF00616,PF00617,PF00618,PF00648,PF01232,PF01239,PF03552,PF03572,PF04178,PF01263,PF01266,PF05970,PF00676,PF00722,PF00725,PF04209,PF00743,PF00730,PF00732,PF00734,PF06632,PF00703,PF00704,PF01301,PF00795,PF00797,PF00759,PF09637,PF00775,PF01431,PF01498,PF00864,PF00857,PF04444,PF00883,PF00884,PF00888,PF00916,PF03894,PF07382,PF01522,PF00933,PF01546,PF08022,PF02145,PF01504,PF12634,PF08030,PF00999,PF05063,PF01593,PF00961,PF01557,PF02163,PF05139,PF02156,PF02187,PF01613,PF02214,PF08125,PF05199,PF01602,PF05153,PF06963,PF05241,PF01670,PF08163,PF01717,PF05206,PF05292,PF08240,PF08241,PF13426,PF04675,PF00033,PF02386,PF05301,PF07714,PF07716,PF07731,PF13520,PF03033,PF00067,PF00069,PF00056,PF04828,PF00082,PF10557,PF00070,PF00071,PF00120,PF00115,PF00141,PF00146,PF00130,PF01920,PF05401,PF00106,PF00107,PF00108,PF05496,PF00198,PF04858"
"GO:0018130"	247	250	31	2.96	0.0019	0.013	"heterocycle biosynthetic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00295,PF00332,PF00443,PF02836,PF01055,PF01078,PF01116,PF09363,PF04116,PF01182,PF00615,PF04101,PF01263,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF01498,PF00888,PF03894,PF01522,PF00933,PF02187,PF05292,PF03033,PF10557"
"GO:0032786"	14	250	4	2.93	0.0029	0.018	"positive regulation of DNA-dependent transcription, elongation"	"biological_process"	" 7"	"PF00487,PF00657,PF01734,PF01764"
"GO:0034243"	14	250	4	2.93	0.0029	0.018	"regulation of transcription elongation from RNA polymerase II promoter"	"biological_process"	"10"	"PF00487,PF00657,PF01734,PF01764"
"GO:0032968"	14	250	4	2.93	0.0029	0.018	"positive regulation of transcription elongation from RNA polymerase II promoter"	"biological_process"	"11"	"PF00487,PF00657,PF01734,PF01764"
"GO:0044271"	254	250	31	2.79	0.003	0.018	"cellular nitrogen compound biosynthetic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00295,PF00332,PF00443,PF02836,PF01055,PF01078,PF01116,PF09363,PF04116,PF01182,PF00615,PF04101,PF01263,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF01498,PF00888,PF03894,PF01522,PF00933,PF02187,PF05292,PF03033,PF10557"
"GO:0046939"	10	250	3	2.65	0.005	0.028	"nucleotide phosphorylation"	"biological_process"	" 6"	"PF00443,PF00888,PF10557"
"GO:0006165"	10	250	3	2.65	0.005	0.028	"nucleoside diphosphate phosphorylation"	"biological_process"	" 8"	"PF00443,PF00888,PF10557"
"GO:0019438"	253	250	30	2.57	0.0054	0.029	"aromatic compound biosynthetic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00295,PF00332,PF00443,PF02836,PF01055,PF01078,PF01116,PF09363,PF04116,PF01182,PF00615,PF04101,PF01263,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF00888,PF03894,PF01522,PF00933,PF05292,PF13520,PF03033,PF10557"
"GO:0006396"	52	250	9	2.61	0.0054	0.029	"RNA processing"	"biological_process"	" 5"	"PF02737,PF09298,PF00725,PF04209,PF06632,PF00916,PF06963,PF05241,PF08163"
"GO:0032784"	16	250	4	2.6	0.0056	0.029	"regulation of DNA-dependent transcription, elongation"	"biological_process"	" 9"	"PF00487,PF00657,PF01734,PF01764"
"GO:0006139"	580	250	59	2.45	0.0069	0.035	"nucleobase-containing compound metabolic process"	"biological_process"	" 3"	"PF03131,PF00170,PF00171,PF00172,PF00245,PF04909,PF07859,PF00201,PF00264,PF00289,PF05631,PF02737,PF00389,PF00378,PF00443,PF09298,PF01048,PF02780,PF02771,PF08676,PF02817,PF02803,PF01063,PF02894,PF01078,PF00538,PF01119,PF00501,PF09421,PF04116,PF00621,PF00614,PF00615,PF00616,PF00618,PF05970,PF00676,PF00725,PF04209,PF06632,PF00797,PF00857,PF00884,PF00888,PF00916,PF01546,PF02145,PF01557,PF06963,PF05241,PF08163,PF05292,PF08241,PF07716,PF04828,PF10557,PF00106,PF00108,PF00198"
"GO:0006006"	11	250	3	2.44	0.0074	0.035	"glucose metabolic process"	"biological_process"	" 7"	"PF05631,PF00462,PF00085"
"GO:0009132"	11	250	3	2.44	0.0074	0.035	"nucleoside diphosphate metabolic process"	"biological_process"	" 7"	"PF00443,PF00888,PF10557"
"GO:0006811"	156	250	20	2.45	0.0075	0.035	"ion transport"	"biological_process"	" 5"	"PF00155,PF00221,PF03169,PF00285,PF00324,PF02719,PF00393,PF03446,PF00463,PF00474,PF00520,PF00534,PF04144,PF00664,PF00999,PF07690,PF02386,PF00083,PF00130,PF03088"
"GO:0090304"	457	250	48	2.41	0.0077	0.036	"nucleic acid metabolic process"	"biological_process"	" 4"	"PF03131,PF00170,PF00171,PF00172,PF00245,PF04909,PF07859,PF00201,PF00264,PF00289,PF02737,PF00389,PF00378,PF09298,PF02780,PF02771,PF02817,PF02803,PF01063,PF02894,PF01078,PF00538,PF00501,PF09421,PF00621,PF00614,PF00616,PF00618,PF00676,PF00725,PF04209,PF06632,PF00797,PF00857,PF00884,PF00916,PF01546,PF02145,PF01557,PF06963,PF05241,PF08163,PF08241,PF07716,PF04828,PF00106,PF00108,PF00198"
"GO:0051173"	18	250	4	2.31	0.0098	0.042	"positive regulation of nitrogen compound metabolic process"	"biological_process"	" 5"	"PF00487,PF00657,PF01734,PF01764"
"GO:0051254"	18	250	4	2.31	0.0098	0.042	"positive regulation of RNA metabolic process"	"biological_process"	" 6"	"PF00487,PF00657,PF01734,PF01764"
"GO:0045935"	18	250	4	2.31	0.0098	0.042	"positive regulation of nucleobase-containing compound metabolic process"	"biological_process"	" 6"	"PF00487,PF00657,PF01734,PF01764"
"GO:0006357"	19	250	4	2.19	0.012	0.053	"regulation of transcription from RNA polymerase II promoter"	"biological_process"	" 9"	"PF00487,PF00657,PF01734,PF01764"
"GO:1901362"	291	250	32	2.2	0.013	0.055	"organic cyclic compound biosynthetic process"	"biological_process"	" 4"	"PF02502,PF00150,PF00232,PF00295,PF00332,PF00443,PF02836,PF01055,PF01078,PF01116,PF09363,PF04116,PF01182,PF00615,PF04101,PF01263,PF00722,PF00734,PF00703,PF00704,PF01301,PF00759,PF01498,PF00888,PF03894,PF01522,PF00933,PF02187,PF05292,PF13520,PF03033,PF10557"
"GO:0050896"	474	250	48	2.13	0.015	0.058	"response to stimulus"	"biological_process"	" 1"	"PF03137,PF00171,PF00245,PF04909,PF07859,PF00201,PF00264,PF00289,PF00324,PF03315,PF00389,PF00378,PF02780,PF02771,PF02817,PF02803,PF01063,PF01068,PF00474,PF02894,PF01126,PF00501,PF00614,PF00664,PF00676,PF06632,PF00797,PF09637,PF03702,PF00857,PF00884,PF02121,PF01546,PF12634,PF05063,PF01557,PF02156,PF01602,PF05153,PF01670,PF01741,PF08241,PF04675,PF04828,PF00106,PF00108,PF05496,PF00198"
